Below is Time Logs: 
Below is time_logs: for gs://apfm-dev/LID19705655_CID300000003623659_James_Davis_20200307.mp3
Word: please, start_time: 0.0,end_time: 0.8 
Word: Springs, start_time: 43.6,end_time: 43.9 
Word: up, start_time: 43.9,end_time: 45.1 
Word: on, start_time: 45.1,end_time: 45.3 
Word: the, start_time: 45.3,end_time: 45.5 
Word: agreement, start_time: 45.5,end_time: 45.7 
Word: because, start_time: 45.7,end_time: 47.9 
Word: you, start_time: 47.9,end_time: 48.1 
Word: use, start_time: 48.1,end_time: 48.3 
Word: our, start_time: 48.3,end_time: 48.4 
Word: server, start_time: 48.4,end_time: 48.7 
Word: do, start_time: 48.7,end_time: 49.6 
Word: you, start_time: 49.6,end_time: 49.6 
Word: understand, start_time: 49.6,end_time: 50.4 
Word: our, start_time: 50.4,end_time: 50.6 
Word: services, start_time: 50.6,end_time: 51.0 
Word: are, start_time: 51.0,end_time: 51.2 
Word: free, start_time: 51.2,end_time: 51.2 
Word: deals, start_time: 51.2,end_time: 51.8 
