Below is Time Logs: 
Below is time_logs: for gs://apfm-dev/LID19705865_CID300000003628895_Andrea_Hollnagel_20200307.mp3
Word: informing, start_time: 0.0,end_time: 1.0 
Word: addition, start_time: 9.2,end_time: 9.6 
Word: for, start_time: 9.6,end_time: 10.0 
Word: me, start_time: 10.0,end_time: 10.0 
Word: your, start_time: 10.0,end_time: 10.2 
Word: name, start_time: 10.2,end_time: 10.4 
Word: I'll, start_time: 10.7,end_time: 10.8 
Word: need, start_time: 10.8,end_time: 10.9 
Word: a, start_time: 10.9,end_time: 11.0 
Word: record, start_time: 11.0,end_time: 11.4 
Word: Dr, start_time: 11.4,end_time: 11.6 
Word: Fisher, start_time: 11.6,end_time: 13.3 
Word: and, start_time: 13.3,end_time: 13.4 
Word: I'll, start_time: 13.4,end_time: 13.5 
Word: need, start_time: 13.5,end_time: 13.7 
Word: you, start_time: 13.7,end_time: 13.9 
Word: to, start_time: 13.9,end_time: 13.9 
Word: sign, start_time: 13.9,end_time: 14.0 
Word: it, start_time: 14.0,end_time: 14.5 
Word: here, start_time: 14.5,end_time: 16.1 
Word: for, start_time: 16.1,end_time: 16.4 
Word: you, start_time: 16.4,end_time: 16.7 
Word: instead, start_time: 16.7,end_time: 17.2 
Word: of, start_time: 17.2,end_time: 17.3 
Word: physically, start_time: 17.3,end_time: 17.9 
Word: 9/8, start_time: 17.9,end_time: 18.3 
Word: day, start_time: 18.3,end_time: 18.8 
Word: we're, start_time: 19.2,end_time: 19.3 
Word: just, start_time: 19.3,end_time: 19.3 
Word: recording, start_time: 19.3,end_time: 21.7 
Word: this, start_time: 21.7,end_time: 22.0 
Word: conversation, start_time: 22.0,end_time: 22.6 
Word: okay, start_time: 22.6,end_time: 24.1 
Word: unless, start_time: 25.3,end_time: 27.1 
Word: you, start_time: 27.1,end_time: 28.6 
Word: know, start_time: 28.6,end_time: 28.8 
Word: this, start_time: 28.8,end_time: 29.0 
Word: is, start_time: 29.0,end_time: 29.2 
Word: a, start_time: 29.2,end_time: 29.3 
Word: free, start_time: 29.3,end_time: 29.5 
Word: service, start_time: 29.5,end_time: 29.6 
Word: to, start_time: 29.6,end_time: 30.1 
Word: you, start_time: 30.1,end_time: 30.3 
Word: we, start_time: 30.3,end_time: 31.2 
Word: are, start_time: 31.2,end_time: 31.3 
Word: proceed, start_time: 31.3,end_time: 32.5 
Word: our, start_time: 32.5,end_time: 32.7 
Word: communities, start_time: 32.7,end_time: 33.8 
Word: we, start_time: 33.8,end_time: 34.8 
Word: have, start_time: 34.8,end_time: 34.9 
Word: decided, start_time: 34.9,end_time: 36.3 
Word: to, start_time: 36.3,end_time: 36.6 
Word: move, start_time: 36.6,end_time: 36.7 
Word: in, start_time: 36.7,end_time: 36.9 
Word: we, start_time: 36.9,end_time: 38.0 
Word: will, start_time: 38.0,end_time: 38.3 
Word: wait, start_time: 38.3,end_time: 39.5 
Word: and, start_time: 39.5,end_time: 39.8 
Word: 123, start_time: 39.8,end_time: 41.9 
Word: and, start_time: 41.9,end_time: 42.6 
Word: hang, start_time: 42.6,end_time: 42.7 
Word: on, start_time: 42.7,end_time: 42.8 
Word: the, start_time: 42.8,end_time: 43.0 
Word: agreements, start_time: 43.0,end_time: 43.7 
Word: and, start_time: 43.7,end_time: 44.2 
Word: no, start_time: 44.2,end_time: 44.4 
Word: one's, start_time: 44.4,end_time: 44.7 
Word: ever, start_time: 44.7,end_time: 44.7 
Word: allowed, start_time: 44.7,end_time: 45.3 
Word: to, start_time: 45.3,end_time: 45.8 
Word: more, start_time: 45.8,end_time: 46.1 
Word: because, start_time: 46.1,end_time: 46.3 
Word: your, start_time: 46.3,end_time: 46.6 
Word: news, start_time: 46.6,end_time: 46.8 
Word: purposes, start_time: 46.8,end_time: 47.8 
Word: so, start_time: 47.8,end_time: 49.4 
Word: if, start_time: 49.4,end_time: 49.4 
Word: you, start_time: 49.4,end_time: 49.5 
Word: understand, start_time: 49.5,end_time: 49.9 
Word: this, start_time: 49.9,end_time: 50.6 
Word: is, start_time: 50.6,end_time: 50.7 
Word: the, start_time: 50.7,end_time: 50.9 
Word: freak, start_time: 50.9,end_time: 51.1 
Word: you, start_time: 51.1,end_time: 51.4 
