Below is Time Logs: 
Below is time_logs: for gs://apfm-dev/LID19657379_CID86151960_Deborah_Armistead_20200213.wav
Word: to, start_time: 0.0,end_time: 0.2 
Word: service, start_time: 24.2,end_time: 24.6 
Word: is, start_time: 24.6,end_time: 24.8 
Word: free, start_time: 24.8,end_time: 24.9 
Word: to, start_time: 24.9,end_time: 25.1 
Word: you, start_time: 25.1,end_time: 25.2 
Word: because, start_time: 25.2,end_time: 25.7 
Word: we're, start_time: 25.7,end_time: 25.8 
Word: paid, start_time: 25.8,end_time: 26.0 
Word: a, start_time: 26.0,end_time: 26.1 
Word: referral, start_time: 26.1,end_time: 26.3 
Word: fee, start_time: 26.3,end_time: 26.6 
Word: by, start_time: 26.6,end_time: 26.9 
Word: our, start_time: 26.9,end_time: 27.1 
Word: partner, start_time: 27.1,end_time: 27.4 
Word: communities, start_time: 27.4,end_time: 27.5 
Word: only, start_time: 27.5,end_time: 29.0 
Word: if, start_time: 29.0,end_time: 29.1 
Word: we, start_time: 29.1,end_time: 29.2 
Word: help, start_time: 29.2,end_time: 29.4 
Word: you, start_time: 29.4,end_time: 29.5 
Word: find, start_time: 29.5,end_time: 29.9 
Word: a, start_time: 29.9,end_time: 29.9 
Word: good, start_time: 29.9,end_time: 30.0 
Word: fit, start_time: 30.0,end_time: 30.1 
Word: and, start_time: 30.1,end_time: 31.2 
Word: she, start_time: 31.2,end_time: 31.3 
Word: decides, start_time: 31.3,end_time: 31.9 
Word: to, start_time: 31.9,end_time: 32.0 
Word: move, start_time: 32.0,end_time: 32.0 
Word: in, start_time: 32.0,end_time: 32.3 
Word: that, start_time: 32.3,end_time: 32.6 
Word: referral, start_time: 32.6,end_time: 32.9 
Word: fee, start_time: 32.9,end_time: 33.2 
Word: ranges, start_time: 33.2,end_time: 33.7 
Word: from, start_time: 33.7,end_time: 34.1 
Word: 78%, start_time: 34.1,end_time: 35.4 
Word: to, start_time: 35.4,end_time: 36.0 
Word: 120%, start_time: 36.0,end_time: 37.5 
Word: of, start_time: 37.5,end_time: 37.6 
Word: first, start_time: 37.6,end_time: 38.0 
Word: month's, start_time: 38.0,end_time: 38.3 
Word: rent, start_time: 38.3,end_time: 38.3 
Word: depending, start_time: 38.3,end_time: 38.9 
Word: upon, start_time: 38.9,end_time: 39.0 
Word: the, start_time: 39.0,end_time: 39.2 
Word: agreement, start_time: 39.2,end_time: 39.8 
Word: no, start_time: 39.8,end_time: 40.5 
Word: one, start_time: 40.5,end_time: 40.7 
Word: can, start_time: 40.7,end_time: 40.8 
Word: ever, start_time: 40.8,end_time: 41.0 
Word: charge, start_time: 41.0,end_time: 41.4 
Word: you, start_time: 41.4,end_time: 41.5 
Word: more, start_time: 41.5,end_time: 41.7 
Word: because, start_time: 41.7,end_time: 42.2 
Word: you, start_time: 42.2,end_time: 42.4 
Word: use, start_time: 42.4,end_time: 42.7 
Word: our, start_time: 42.7,end_time: 42.8 
Word: services, start_time: 42.8,end_time: 43.4 
Word: do, start_time: 43.4,end_time: 43.7 
Word: you, start_time: 43.7,end_time: 43.8 
Word: understand, start_time: 43.8,end_time: 44.2 
Word: that, start_time: 44.2,end_time: 44.4 
Word: our, start_time: 44.4,end_time: 44.5 
Word: services, start_time: 44.5,end_time: 45.1 
Word: are, start_time: 45.1,end_time: 45.3 
Word: free, start_time: 45.3,end_time: 45.5 
Word: to, start_time: 45.5,end_time: 45.8 
Word: you, start_time: 45.8,end_time: 45.9 
Word: yes, start_time: 46.8,end_time: 47.3 
Word: I, start_time: 47.3,end_time: 47.5 
Word: was, start_time: 47.5,end_time: 47.6 
Word: to, start_time: 0.0,end_time: 0.2 
Word: confirm, start_time: 0.2,end_time: 0.6000000000000001 
Word: that, start_time: 0.6000000000000001,end_time: 0.9 
Word: I, start_time: 0.9,end_time: 0.9 
Word: am, start_time: 0.9,end_time: 1.0 
Word: speaking, start_time: 1.0,end_time: 1.4 
Word: with, start_time: 1.4,end_time: 2.0 
Word: Rebecca, start_time: 2.0,end_time: 2.8 
Word: Miller, start_time: 2.8,end_time: 3.1 
Word: is, start_time: 3.1,end_time: 3.4 
Word: that, start_time: 3.4,end_time: 3.6 
Word: correct, start_time: 3.6,end_time: 3.8 
Word: yes, start_time: 3.8,end_time: 4.9 
Word: okay, start_time: 4.9,end_time: 5.9 
Word: in, start_time: 5.9,end_time: 6.3 
Word: addition, start_time: 6.3,end_time: 6.4 
Word: I, start_time: 6.4,end_time: 7.9 
Word: need, start_time: 7.9,end_time: 8.0 
Word: a, start_time: 8.0,end_time: 8.2 
Word: record, start_time: 8.2,end_time: 8.5 
Word: that, start_time: 8.5,end_time: 8.6 
Word: I, start_time: 8.6,end_time: 8.7 
Word: provided, start_time: 8.7,end_time: 9.1 
Word: you, start_time: 9.1,end_time: 9.2 
Word: with, start_time: 9.2,end_time: 9.5 
Word: these, start_time: 9.5,end_time: 9.5 
Word: disclosures, start_time: 9.5,end_time: 10.4 
Word: I, start_time: 10.4,end_time: 10.5 
Word: also, start_time: 10.5,end_time: 10.7 
Word: need, start_time: 10.7,end_time: 11.0 
Word: you, start_time: 11.0,end_time: 11.2 
Word: to, start_time: 11.2,end_time: 11.3 
Word: sign, start_time: 11.3,end_time: 11.5 
Word: it, start_time: 11.5,end_time: 11.7 
Word: but, start_time: 11.7,end_time: 12.3 
Word: to, start_time: 12.3,end_time: 12.5 
Word: make, start_time: 12.5,end_time: 12.6 
Word: things, start_time: 12.6,end_time: 12.7 
Word: easier, start_time: 12.7,end_time: 13.3 
Word: for, start_time: 13.3,end_time: 13.4 
Word: you, start_time: 13.4,end_time: 13.6 
Word: instead, start_time: 13.6,end_time: 13.9 
Word: of, start_time: 13.9,end_time: 14.3 
Word: having, start_time: 14.3,end_time: 14.4 
Word: you, start_time: 14.4,end_time: 14.6 
Word: physically, start_time: 14.6,end_time: 15.2 
Word: sign, start_time: 15.2,end_time: 15.4 
Word: something, start_time: 15.4,end_time: 15.9 
Word: we, start_time: 15.9,end_time: 16.2 
Word: can, start_time: 16.2,end_time: 16.3 
Word: actually, start_time: 16.3,end_time: 16.5 
Word: have, start_time: 16.5,end_time: 16.8 
Word: you, start_time: 16.8,end_time: 16.9 
Word: sign, start_time: 16.9,end_time: 17.2 
Word: over, start_time: 17.2,end_time: 17.4 
Word: the, start_time: 17.4,end_time: 17.5 
Word: phone, start_time: 17.5,end_time: 17.8 
Word: by, start_time: 17.8,end_time: 17.9 
Word: recording, start_time: 17.9,end_time: 18.4 
Word: the, start_time: 18.4,end_time: 18.6 
Word: conversation, start_time: 18.6,end_time: 19.4 
Word: is, start_time: 19.4,end_time: 19.6 
Word: that, start_time: 19.6,end_time: 19.7 
Word: alright, start_time: 19.7,end_time: 20.0 
Word: ohh, start_time: 20.0,end_time: 21.1 
Word: yeah, start_time: 21.1,end_time: 21.2 
Word: that's, start_time: 21.2,end_time: 21.5 
Word: him, start_time: 21.5,end_time: 21.7 
Word: and, start_time: 21.7,end_time: 22.8 
Word: then, start_time: 22.8,end_time: 23.0 
Word: lastly, start_time: 23.0,end_time: 24.0 
Word: our, start_time: 24.0,end_time: 24.2 
Word: service, start_time: 24.2,end_time: 24.6 
Word: is, start_time: 24.6,end_time: 24.8 
Word: free, start_time: 24.8,end_time: 24.9 
Word: to, start_time: 24.9,end_time: 25.1 
Word: you, start_time: 25.1,end_time: 25.2 
Word: because, start_time: 25.2,end_time: 25.7 
Word: we're, start_time: 25.7,end_time: 25.8 
Word: paid, start_time: 25.8,end_time: 26.0 
Word: a, start_time: 26.0,end_time: 26.1 
Word: referral, start_time: 26.1,end_time: 26.3 
Word: fee, start_time: 26.3,end_time: 26.6 
Word: by, start_time: 26.6,end_time: 26.9 
Word: our, start_time: 26.9,end_time: 27.1 
Word: partner, start_time: 27.1,end_time: 27.4 
Word: communities, start_time: 27.4,end_time: 27.5 
Word: only, start_time: 27.5,end_time: 29.0 
Word: if, start_time: 29.0,end_time: 29.1 
Word: we, start_time: 29.1,end_time: 29.2 
Word: help, start_time: 29.2,end_time: 29.4 
Word: you, start_time: 29.4,end_time: 29.5 
Word: find, start_time: 29.5,end_time: 29.9 
Word: a, start_time: 29.9,end_time: 29.9 
Word: good, start_time: 29.9,end_time: 30.0 
Word: fit, start_time: 30.0,end_time: 30.1 
Word: and, start_time: 30.1,end_time: 31.2 
Word: she, start_time: 31.2,end_time: 31.3 
Word: decides, start_time: 31.3,end_time: 31.9 
Word: to, start_time: 31.9,end_time: 32.0 
Word: move, start_time: 32.0,end_time: 32.0 
Word: in, start_time: 32.0,end_time: 32.3 
Word: that, start_time: 32.3,end_time: 32.6 
Word: referral, start_time: 32.6,end_time: 32.9 
Word: fee, start_time: 32.9,end_time: 33.2 
Word: ranges, start_time: 33.2,end_time: 33.7 
Word: from, start_time: 33.7,end_time: 34.1 
Word: 78%, start_time: 34.1,end_time: 35.4 
Word: to, start_time: 35.4,end_time: 36.0 
Word: 120%, start_time: 36.0,end_time: 37.5 
Word: of, start_time: 37.5,end_time: 37.6 
Word: first, start_time: 37.6,end_time: 38.0 
Word: month's, start_time: 38.0,end_time: 38.3 
Word: rent, start_time: 38.3,end_time: 38.3 
Word: depending, start_time: 38.3,end_time: 38.9 
Word: upon, start_time: 38.9,end_time: 39.0 
Word: the, start_time: 39.0,end_time: 39.2 
Word: agreement, start_time: 39.2,end_time: 39.8 
Word: no, start_time: 39.8,end_time: 40.5 
Word: one, start_time: 40.5,end_time: 40.7 
Word: can, start_time: 40.7,end_time: 40.8 
Word: ever, start_time: 40.8,end_time: 41.0 
Word: charge, start_time: 41.0,end_time: 41.4 
Word: you, start_time: 41.4,end_time: 41.5 
Word: more, start_time: 41.5,end_time: 41.7 
Word: because, start_time: 41.7,end_time: 42.2 
Word: you, start_time: 42.2,end_time: 42.4 
Word: use, start_time: 42.4,end_time: 42.7 
Word: our, start_time: 42.7,end_time: 42.8 
Word: services, start_time: 42.8,end_time: 43.4 
Word: do, start_time: 43.4,end_time: 43.7 
Word: you, start_time: 43.7,end_time: 43.8 
Word: understand, start_time: 43.8,end_time: 44.2 
Word: that, start_time: 44.2,end_time: 44.4 
Word: our, start_time: 44.4,end_time: 44.5 
Word: services, start_time: 44.5,end_time: 45.1 
Word: are, start_time: 45.1,end_time: 45.3 
Word: free, start_time: 45.3,end_time: 45.5 
Word: to, start_time: 45.5,end_time: 45.8 
Word: you, start_time: 45.8,end_time: 45.9 
Word: yes, start_time: 46.8,end_time: 47.3 
Word: I, start_time: 47.3,end_time: 47.5 
Word: was, start_time: 47.5,end_time: 47.6 
