Below is Time Logs: 
Below is time_logs: for gs://apfm-dev/LID19657125_CID86146059_Dolores_Fields_20200213.wav
Word: let, start_time: 0.0,end_time: 0.2 
Word: know, start_time: 23.5,end_time: 23.6 
Word: again, start_time: 23.6,end_time: 24.1 
Word: our, start_time: 24.1,end_time: 24.7 
Word: service, start_time: 24.7,end_time: 25.2 
Word: is, start_time: 25.2,end_time: 25.4 
Word: free, start_time: 25.4,end_time: 25.6 
Word: to, start_time: 25.6,end_time: 26.0 
Word: you, start_time: 26.0,end_time: 26.1 
Word: because, start_time: 26.1,end_time: 26.7 
Word: we, start_time: 26.7,end_time: 27.0 
Word: are, start_time: 27.0,end_time: 27.1 
Word: paid, start_time: 27.1,end_time: 27.4 
Word: a, start_time: 27.4,end_time: 27.5 
Word: referral, start_time: 27.5,end_time: 27.7 
Word: fee, start_time: 27.7,end_time: 28.0 
Word: by, start_time: 28.0,end_time: 28.5 
Word: our, start_time: 28.5,end_time: 28.6 
Word: partner, start_time: 28.6,end_time: 29.0 
Word: communities, start_time: 29.0,end_time: 29.1 
Word: only, start_time: 29.1,end_time: 30.2 
Word: we, start_time: 30.2,end_time: 30.5 
Word: help, start_time: 30.5,end_time: 30.7 
Word: you, start_time: 30.7,end_time: 30.8 
Word: find, start_time: 30.8,end_time: 31.1 
Word: a, start_time: 31.1,end_time: 31.1 
Word: good, start_time: 31.1,end_time: 31.3 
Word: fit, start_time: 31.3,end_time: 31.4 
Word: and, start_time: 31.4,end_time: 32.0 
Word: you, start_time: 32.0,end_time: 32.1 
Word: decide, start_time: 32.1,end_time: 32.4 
Word: to, start_time: 32.4,end_time: 32.6 
Word: move, start_time: 32.6,end_time: 32.7 
Word: in, start_time: 32.7,end_time: 32.9 
Word: that, start_time: 32.9,end_time: 34.0 
Word: referral, start_time: 34.0,end_time: 34.4 
Word: fee, start_time: 34.4,end_time: 34.6 
Word: that, start_time: 34.6,end_time: 34.8 
Word: the, start_time: 34.8,end_time: 34.9 
Word: communities, start_time: 34.9,end_time: 35.4 
Word: paid, start_time: 35.4,end_time: 35.6 
Word: to, start_time: 35.6,end_time: 35.9 
Word: us, start_time: 35.9,end_time: 36.0 
Word: ranges, start_time: 36.0,end_time: 36.6 
Word: from, start_time: 36.6,end_time: 37.1 
Word: 78%, start_time: 37.1,end_time: 38.3 
Word: to, start_time: 38.3,end_time: 38.3 
Word: 120%, start_time: 38.3,end_time: 39.6 
Word: of, start_time: 39.6,end_time: 39.7 
Word: the, start_time: 39.7,end_time: 39.9 
Word: first, start_time: 39.9,end_time: 40.1 
Word: month's, start_time: 40.1,end_time: 40.4 
Word: rent, start_time: 40.4,end_time: 40.4 
Word: depending, start_time: 40.9,end_time: 41.3 
Word: upon, start_time: 41.3,end_time: 41.5 
Word: the, start_time: 41.5,end_time: 41.6 
Word: agreement, start_time: 41.6,end_time: 42.2 
Word: but, start_time: 42.2,end_time: 42.6 
Word: no, start_time: 42.6,end_time: 42.9 
Word: one, start_time: 42.9,end_time: 43.2 
Word: can, start_time: 43.2,end_time: 43.3 
Word: ever, start_time: 43.3,end_time: 43.4 
Word: charge, start_time: 43.4,end_time: 43.8 
Word: you, start_time: 43.8,end_time: 43.9 
Word: more, start_time: 43.9,end_time: 44.1 
Word: because, start_time: 44.1,end_time: 44.3 
Word: you've, start_time: 44.3,end_time: 44.7 
Word: used, start_time: 44.7,end_time: 44.9 
Word: our, start_time: 44.9,end_time: 45.0 
Word: services, start_time: 45.0,end_time: 45.5 
Word: so, start_time: 45.5,end_time: 45.7 
Word: you, start_time: 45.7,end_time: 45.8 
Word: would, start_time: 45.8,end_time: 46.0 
Word: never, start_time: 46.0,end_time: 46.2 
Word: see, start_time: 46.2,end_time: 46.4 
Word: any, start_time: 46.4,end_time: 46.8 
Word: fees, start_time: 46.8,end_time: 47.3 
Word: and, start_time: 47.3,end_time: 47.9 
Word: increase, start_time: 47.9,end_time: 48.8 
Word: your, start_time: 48.8,end_time: 48.8 
Word: rent, start_time: 48.8,end_time: 49.1 
Word: rates, start_time: 49.1,end_time: 49.4 
Word: nothing, start_time: 49.4,end_time: 49.7 
Word: like, start_time: 49.7,end_time: 49.8 
Word: that, start_time: 49.8,end_time: 49.9 
Word: and, start_time: 49.9,end_time: 50.3 
Word: relation, start_time: 50.3,end_time: 50.7 
Word: to, start_time: 50.7,end_time: 50.8 
Word: working, start_time: 50.8,end_time: 51.1 
Word: with, start_time: 51.1,end_time: 51.3 
Word: A, start_time: 51.3,end_time: 51.4 
Word: Place, start_time: 51.4,end_time: 51.6 
Word: for, start_time: 51.6,end_time: 51.6 
Word: Mom, start_time: 51.6,end_time: 51.8 
Word: so, start_time: 51.8,end_time: 52.5 
Word: do, start_time: 52.5,end_time: 52.7 
Word: you, start_time: 52.7,end_time: 52.7 
Word: understand, start_time: 52.7,end_time: 53.1 
Word: that, start_time: 53.1,end_time: 53.3 
Word: our, start_time: 53.3,end_time: 53.4 
Word: services, start_time: 53.4,end_time: 53.9 
Word: are, start_time: 53.9,end_time: 54.0 
Word: free, start_time: 54.0,end_time: 54.2 
Word: to, start_time: 54.2,end_time: 54.5 
Word: you, start_time: 54.5,end_time: 54.6 
Word: okay, start_time: 55.3,end_time: 56.8 
Word: I, start_time: 56.8,end_time: 57.3 
Word: understand, start_time: 57.3,end_time: 58.0 
Word: let, start_time: 0.0,end_time: 0.2 
Word: me, start_time: 0.2,end_time: 0.30000000000000004 
Word: go, start_time: 0.30000000000000004,end_time: 0.5 
Word: ahead, start_time: 0.5,end_time: 0.6000000000000001 
Word: and, start_time: 0.6000000000000001,end_time: 0.8 
Word: confirm, start_time: 0.8,end_time: 1.1 
Word: your, start_time: 1.1,end_time: 1.3 
Word: name, start_time: 1.3,end_time: 1.4 
Word: is, start_time: 1.4,end_time: 1.6 
Word: Dolores, start_time: 1.6,end_time: 2.1 
Word: Fields, start_time: 2.1,end_time: 2.8 
Word: is, start_time: 2.8,end_time: 3.1 
Word: that, start_time: 3.1,end_time: 3.3 
Word: correct, start_time: 3.3,end_time: 3.4 
Word: correct, start_time: 3.4,end_time: 4.9 
Word: okay, start_time: 4.9,end_time: 5.3 
Word: so, start_time: 5.3,end_time: 6.0 
Word: in, start_time: 6.0,end_time: 6.2 
Word: addition, start_time: 6.2,end_time: 6.3 
Word: to, start_time: 6.3,end_time: 6.6 
Word: confirming, start_time: 6.6,end_time: 7.1 
Word: your, start_time: 7.1,end_time: 7.2 
Word: name, start_time: 7.2,end_time: 7.4 
Word: I, start_time: 7.4,end_time: 7.8 
Word: need, start_time: 7.8,end_time: 7.9 
Word: a, start_time: 7.9,end_time: 8.2 
Word: record, start_time: 8.2,end_time: 8.6 
Word: that, start_time: 8.6,end_time: 8.9 
Word: I, start_time: 8.9,end_time: 8.9 
Word: have, start_time: 8.9,end_time: 9.0 
Word: provided, start_time: 9.0,end_time: 9.3 
Word: you, start_time: 9.3,end_time: 9.7 
Word: with, start_time: 9.7,end_time: 9.9 
Word: these, start_time: 9.9,end_time: 10.2 
Word: disclosures, start_time: 10.2,end_time: 11.0 
Word: and, start_time: 11.0,end_time: 11.6 
Word: I, start_time: 11.6,end_time: 11.7 
Word: need, start_time: 11.7,end_time: 11.9 
Word: for, start_time: 11.9,end_time: 12.1 
Word: you, start_time: 12.1,end_time: 12.2 
Word: to, start_time: 12.2,end_time: 12.2 
Word: sign, start_time: 12.2,end_time: 12.6 
Word: it, start_time: 12.6,end_time: 12.8 
Word: but, start_time: 12.8,end_time: 13.1 
Word: instead, start_time: 13.1,end_time: 13.4 
Word: of, start_time: 13.4,end_time: 13.5 
Word: having, start_time: 13.5,end_time: 13.7 
Word: to, start_time: 13.7,end_time: 13.9 
Word: physically, start_time: 13.9,end_time: 14.4 
Word: sign, start_time: 14.4,end_time: 14.7 
Word: something, start_time: 14.7,end_time: 15.2 
Word: we, start_time: 15.2,end_time: 15.6 
Word: can, start_time: 15.6,end_time: 15.7 
Word: actually, start_time: 15.7,end_time: 15.9 
Word: have, start_time: 15.9,end_time: 16.2 
Word: you, start_time: 16.2,end_time: 16.3 
Word: sign, start_time: 16.3,end_time: 16.6 
Word: over, start_time: 16.6,end_time: 16.8 
Word: the, start_time: 16.8,end_time: 16.9 
Word: phone, start_time: 16.9,end_time: 17.2 
Word: right, start_time: 17.2,end_time: 17.4 
Word: now, start_time: 17.4,end_time: 17.6 
Word: by, start_time: 17.6,end_time: 17.9 
Word: recording, start_time: 17.9,end_time: 18.4 
Word: this, start_time: 18.4,end_time: 18.5 
Word: conversation, start_time: 18.5,end_time: 18.9 
Word: is, start_time: 18.9,end_time: 19.5 
Word: that, start_time: 19.5,end_time: 19.6 
Word: alright, start_time: 19.6,end_time: 19.9 
Word: okay, start_time: 19.9,end_time: 21.6 
Word: okay, start_time: 21.6,end_time: 22.4 
Word: so, start_time: 22.4,end_time: 23.0 
Word: just, start_time: 23.0,end_time: 23.1 
Word: to, start_time: 23.1,end_time: 23.3 
Word: let, start_time: 23.3,end_time: 23.3 
Word: you, start_time: 23.3,end_time: 23.5 
Word: know, start_time: 23.5,end_time: 23.6 
Word: again, start_time: 23.6,end_time: 24.1 
Word: our, start_time: 24.1,end_time: 24.7 
Word: service, start_time: 24.7,end_time: 25.2 
Word: is, start_time: 25.2,end_time: 25.4 
Word: free, start_time: 25.4,end_time: 25.6 
Word: to, start_time: 25.6,end_time: 26.0 
Word: you, start_time: 26.0,end_time: 26.1 
Word: because, start_time: 26.1,end_time: 26.7 
Word: we, start_time: 26.7,end_time: 27.0 
Word: are, start_time: 27.0,end_time: 27.1 
Word: paid, start_time: 27.1,end_time: 27.4 
Word: a, start_time: 27.4,end_time: 27.5 
Word: referral, start_time: 27.5,end_time: 27.7 
Word: fee, start_time: 27.7,end_time: 28.0 
Word: by, start_time: 28.0,end_time: 28.5 
Word: our, start_time: 28.5,end_time: 28.6 
Word: partner, start_time: 28.6,end_time: 29.0 
Word: communities, start_time: 29.0,end_time: 29.1 
Word: only, start_time: 29.1,end_time: 30.2 
Word: we, start_time: 30.2,end_time: 30.5 
Word: help, start_time: 30.5,end_time: 30.7 
Word: you, start_time: 30.7,end_time: 30.8 
Word: find, start_time: 30.8,end_time: 31.1 
Word: a, start_time: 31.1,end_time: 31.1 
Word: good, start_time: 31.1,end_time: 31.3 
Word: fit, start_time: 31.3,end_time: 31.4 
Word: and, start_time: 31.4,end_time: 32.0 
Word: you, start_time: 32.0,end_time: 32.1 
Word: decide, start_time: 32.1,end_time: 32.4 
Word: to, start_time: 32.4,end_time: 32.6 
Word: move, start_time: 32.6,end_time: 32.7 
Word: in, start_time: 32.7,end_time: 32.9 
Word: that, start_time: 32.9,end_time: 34.0 
Word: referral, start_time: 34.0,end_time: 34.4 
Word: fee, start_time: 34.4,end_time: 34.6 
Word: that, start_time: 34.6,end_time: 34.8 
Word: the, start_time: 34.8,end_time: 34.9 
Word: communities, start_time: 34.9,end_time: 35.4 
Word: paid, start_time: 35.4,end_time: 35.6 
Word: to, start_time: 35.6,end_time: 35.9 
Word: us, start_time: 35.9,end_time: 36.0 
Word: ranges, start_time: 36.0,end_time: 36.6 
Word: from, start_time: 36.6,end_time: 37.1 
Word: 78%, start_time: 37.1,end_time: 38.3 
Word: to, start_time: 38.3,end_time: 38.3 
Word: 120%, start_time: 38.3,end_time: 39.6 
Word: of, start_time: 39.6,end_time: 39.7 
Word: the, start_time: 39.7,end_time: 39.9 
Word: first, start_time: 39.9,end_time: 40.1 
Word: month's, start_time: 40.1,end_time: 40.4 
Word: rent, start_time: 40.4,end_time: 40.4 
Word: depending, start_time: 40.9,end_time: 41.3 
Word: upon, start_time: 41.3,end_time: 41.5 
Word: the, start_time: 41.5,end_time: 41.6 
Word: agreement, start_time: 41.6,end_time: 42.2 
Word: but, start_time: 42.2,end_time: 42.6 
Word: no, start_time: 42.6,end_time: 42.9 
Word: one, start_time: 42.9,end_time: 43.2 
Word: can, start_time: 43.2,end_time: 43.3 
Word: ever, start_time: 43.3,end_time: 43.4 
Word: charge, start_time: 43.4,end_time: 43.8 
Word: you, start_time: 43.8,end_time: 43.9 
Word: more, start_time: 43.9,end_time: 44.1 
Word: because, start_time: 44.1,end_time: 44.3 
Word: you've, start_time: 44.3,end_time: 44.7 
Word: used, start_time: 44.7,end_time: 44.9 
Word: our, start_time: 44.9,end_time: 45.0 
Word: services, start_time: 45.0,end_time: 45.5 
Word: so, start_time: 45.5,end_time: 45.7 
Word: you, start_time: 45.7,end_time: 45.8 
Word: would, start_time: 45.8,end_time: 46.0 
Word: never, start_time: 46.0,end_time: 46.2 
Word: see, start_time: 46.2,end_time: 46.4 
Word: any, start_time: 46.4,end_time: 46.8 
Word: fees, start_time: 46.8,end_time: 47.3 
Word: and, start_time: 47.3,end_time: 47.9 
Word: increase, start_time: 47.9,end_time: 48.8 
Word: your, start_time: 48.8,end_time: 48.8 
Word: rent, start_time: 48.8,end_time: 49.1 
Word: rates, start_time: 49.1,end_time: 49.4 
Word: nothing, start_time: 49.4,end_time: 49.7 
Word: like, start_time: 49.7,end_time: 49.8 
Word: that, start_time: 49.8,end_time: 49.9 
Word: and, start_time: 49.9,end_time: 50.3 
Word: relation, start_time: 50.3,end_time: 50.7 
Word: to, start_time: 50.7,end_time: 50.8 
Word: working, start_time: 50.8,end_time: 51.1 
Word: with, start_time: 51.1,end_time: 51.3 
Word: A, start_time: 51.3,end_time: 51.4 
Word: Place, start_time: 51.4,end_time: 51.6 
Word: for, start_time: 51.6,end_time: 51.6 
Word: Mom, start_time: 51.6,end_time: 51.8 
Word: so, start_time: 51.8,end_time: 52.5 
Word: do, start_time: 52.5,end_time: 52.7 
Word: you, start_time: 52.7,end_time: 52.7 
Word: understand, start_time: 52.7,end_time: 53.1 
Word: that, start_time: 53.1,end_time: 53.3 
Word: our, start_time: 53.3,end_time: 53.4 
Word: services, start_time: 53.4,end_time: 53.9 
Word: are, start_time: 53.9,end_time: 54.0 
Word: free, start_time: 54.0,end_time: 54.2 
Word: to, start_time: 54.2,end_time: 54.5 
Word: you, start_time: 54.5,end_time: 54.6 
Word: okay, start_time: 55.3,end_time: 56.8 
Word: I, start_time: 56.8,end_time: 57.3 
Word: understand, start_time: 57.3,end_time: 58.0 
